Cohort_id	Trait_onto_ID	Cancer_type	Cancer_subtype	Cancer_DOID	Case_name	Case_age_group	Case_sex	Case_size	Control_name	Control_age_group	Control_sex	Control_size	Condition	Conclusion	Platform	Tissue	Type	pubmed_id
METAC_249	57	breast cancer	nan	1612	I/P(‘‘I’’ includes all intermediate metabolizer alleles (CYP2D6*9, CYP2D6*10, CYP2D6*17, CYP2D6*41),‘P’’ includes all null alleles (CYP2D6*3, CYP2D6*4, CYP2D6*5, CYP2D6*6, CYP2D6*7, CYP2D6*8))		F	8					Concentrations of tamoxifen and its metabolites detected in patients with the CYP2D6	Significant differences were observed among CYP2D6 genotypes in plasma concentration ratios of endoxifen/NDM-TAM (p,0.001)but not of 4OH-TAM/TAM.	HPLC-MS	Plasma	profiling group	23922954
METAC_250	57	breast cancer	nan	1612	P/P (‘P’’ includes all null alleles (CYP2D6*3, CYP2D6*4, CYP2D6*5, CYP2D6*6, CYP2D6*7, CYP2D6*8))		F	2					Concentrations of tamoxifen and its metabolites detected in patients with the CYP2D6	Significant differences were observed among CYP2D6 genotypes in plasma concentration ratios of endoxifen/NDM-TAM (p,0.001)but not of 4OH-TAM/TAM.	HPLC-MS	Plasma	profiling group	23922954
METAC_251	59	breast cancer	nan	1612	wt/wt 		F	107					Concentrations of tamoxifen and its metabolites detected in patients with the CYP3A4	No significant differences in TAM metabolite levels were observed among the genotypes for CYP3A4 and CYP3A5.	HPLC-MS	Plasma	profiling group	23922954
METAC_252	59	breast cancer	nan	1612	wt/*1B		F	3					Concentrations of tamoxifen and its metabolites detected in patients with the CYP3A4	No significant differences in TAM metabolite levels were observed among the genotypes for CYP3A4 and CYP3A5.	HPLC-MS	Plasma	profiling group	23922954
METAC_253	59	breast cancer	nan	1612	wt/*3		F	2					Concentrations of tamoxifen and its metabolites detected in patients with the CYP3A4	No significant differences in TAM metabolite levels were observed among the genotypes for CYP3A4 and CYP3A5.	HPLC-MS	Plasma	profiling group	23922954
METAC_254	59	breast cancer	nan	1612	wt/*17 		F	9					Concentrations of tamoxifen and its metabolites detected in patients with the CYP3A4	No significant differences in TAM metabolite levels were observed among the genotypes for CYP3A4 and CYP3A5.	HPLC-MS	Plasma	profiling group	23922954
METAC_255	60	breast cancer	nan	1612	wt/*3 		F	6					Concentrations of tamoxifen and its metabolites detected in patients with the CYP3A5	No significant differences in TAM metabolite levels were observed among the genotypes for CYP3A4 and CYP3A5.	HPLC-MS	Plasma	profiling group	23922954
METAC_256	60	breast cancer	nan	1612	*3/*3		F	117					Concentrations of tamoxifen and its metabolites detected in patients with the CYP3A5	No significant differences in TAM metabolite levels were observed among the genotypes for CYP3A4 and CYP3A5.	HPLC-MS	Plasma	profiling group	23922954
METAC_257	204	breast cancer	nan	1612	wt/wt 		F	60					Concentrations of tamoxifen and its metabolites detected in patients with the SULT1A1	no significant differences in metabolite concentrations for the SULT1A1 and SULT1E1 genotypes	HPLC-MS	Plasma	profiling group	23922954
METAC_258	204	breast cancer	nan	1612	wt/*2		F	46					Concentrations of tamoxifen and its metabolites detected in patients with the SULT1A1	no significant differences in metabolite concentrations for the SULT1A1 and SULT1E1 genotypes	HPLC-MS	Plasma	profiling group	23922954
METAC_259	204	breast cancer	nan	1612	*2/*2 		F	15					Concentrations of tamoxifen and its metabolites detected in patients with the SULT1A1	no significant differences in metabolite concentrations for the SULT1A1 and SULT1E1 genotypes	HPLC-MS	Plasma	profiling group	23922954
METAC_260	205	breast cancer	nan	1612	wt/wt 		F	38					Concentrations of tamoxifen and its metabolites detected in patients with the SULT1A2	the SULT1A2 genotype also seems to play an important role in maintaining optimal levels of both 4OH-TAM and endoxifen	HPLC-MS	Plasma	profiling group	23922954
METAC_261	205	breast cancer	nan	1612	wt/*2 		F	33					Concentrations of tamoxifen and its metabolites detected in patients with the SULT1A2	the SULT1A2 genotype also seems to play an important role in maintaining optimal levels of both 4OH-TAM and endoxifen	HPLC-MS	Plasma	profiling group	23922954
METAC_262	205	breast cancer	nan	1612	wt/*3		F	16					Concentrations of tamoxifen and its metabolites detected in patients with the SULT1A2	the SULT1A2 genotype also seems to play an important role in maintaining optimal levels of both 4OH-TAM and endoxifen	HPLC-MS	Plasma	profiling group	23922954
METAC_263	205	breast cancer	nan	1612	*2/*2		F	16					Concentrations of tamoxifen and its metabolites detected in patients with the SULT1A2	the SULT1A2 genotype also seems to play an important role in maintaining optimal levels of both 4OH-TAM and endoxifen	HPLC-MS	Plasma	profiling group	23922954
METAC_264	205	breast cancer	nan	1612	*2/*3		F	13					Concentrations of tamoxifen and its metabolites detected in patients with the SULT1A2	the SULT1A2 genotype also seems to play an important role in maintaining optimal levels of both 4OH-TAM and endoxifen	HPLC-MS	Plasma	profiling group	23922954
METAC_265	205	breast cancer	nan	1612	*3/*3		F	5					Concentrations of tamoxifen and its metabolites detected in patients with the SULT1A2	the SULT1A2 genotype also seems to play an important role in maintaining optimal levels of both 4OH-TAM and endoxifen	HPLC-MS	Plasma	profiling group	23922954
METAC_266	206	breast cancer	nan	1612	wt/wt		F	88					Concentrations of tamoxifen and its metabolites detected in patients with the SULT1E1	no significant differences in metabolite concentrations for the SULT1A1 and SULT1E1 genotypes	HPLC-MS	Plasma	profiling group	23922954
METAC_267	206	breast cancer	nan	1612	wt/*2 		F	28					Concentrations of tamoxifen and its metabolites detected in patients with the SULT1E1	no significant differences in metabolite concentrations for the SULT1A1 and SULT1E1 genotypes	HPLC-MS	Plasma	profiling group	23922954
METAC_268	206	breast cancer	nan	1612	*2/*2		F	5					Concentrations of tamoxifen and its metabolites detected in patients with the SULT1E1	no significant differences in metabolite concentrations for the SULT1A1 and SULT1E1 genotypes	HPLC-MS	Plasma	profiling group	23922954
METAC_269	178	breast cancer	ER+/PR+, Triple negative breast cancer	1612	A-C: AA(African Americans) control subjects		F	24	C-C: CA(Caucasian Americans) control subjects		F	36	Comparison of metabolites between AA (African Americans) and  CA (Caucasian Americans) controls	A total of 375 named metabolites were observed, with 117 metabolites whose levels were significantly different between African American and Caucasian American women (P < .05 and q < 0.10) and 78 that differed between breast cancer cases and healthy controls (P < .05 and q < 0.10).	UPLC/MS/MS2;GC-MS	Plasma	case vs.control group	24466379
METAC_270	178	breast cancer	ER+/PR+, Triple negative breast cancer	1612	A-P: AA(African Americans) breast cancer patients with ER+/PR+ breast tumors		F	14	C-P: CA(Caucasian Americans) breast cancer patients with ER+/PR+ breast tumors		F	15	Comparison of metabolites between AA (African Americans) breast cancer patients with ER+/PR+ breast tumors and CA (Caucasian Americans) breast cancer patients with ER+/PR+ breast tumors	A total of 375 named metabolites were observed, with 117 metabolites whose levels were significantly different between African American and Caucasian American women (P < .05 and q < 0.10) and 78 that differed between breast cancer cases and healthy controls (P < .05 and q < 0.10).	UPLC/MS/MS2;GC-MS	Plasma	case vs.control group	24466379
METAC_271	178	breast cancer	ER+/PR+, Triple negative breast cancer	1612	A-3N: AA(African Americans) breast cancer patients with triple-negative breast tumors		F	15	C-3N: CA(Caucasian Americans) breast cancer patients with triple-negative breast tumors		F	15	Comparison of metabolites between AA (African Americans) breast cancer patients with triple-negative breast tumors and CA (Caucasian Americans) breast cancer patients with triple-negative breast tumors	A total of 375 named metabolites were observed, with 117 metabolites whose levels were significantly different between African American and Caucasian American women (P < .05 and q < 0.10) and 78 that differed between breast cancer cases and healthy controls (P < .05 and q < 0.10).	UPLC/MS/MS2;GC-MS	Plasma	case vs.control group	24466379
METAC_272	178	breast cancer	ER+/PR+, Triple negative breast cancer	1612	A-cancer: AA(African Americans) breast cancer patients		F	30	C-cancer: CA(Caucasian Americans) breast cancer patients		F	30	Comparison of metabolites between AA (African Americans) breast cancer patients and CA (Caucasian Americans) breast cancer patients	A total of 375 named metabolites were observed, with 117 metabolites whose levels were significantly different between African American and Caucasian American women (P < .05 and q < 0.10) and 78 that differed between breast cancer cases and healthy controls (P < .05 and q < 0.10).	UPLC/MS/MS2;GC-MS	Plasma	case vs.control group	24466379
METAC_273	74	breast cancer	ER+/PR+, Triple negative breast cancer	1612	A-P: AA(African Americans) breast cancer patients with ER+/PR+ breast tumors		F	14	A-C: AA(African Americans) control subjects		F	24	Comparison of metabolites between AA (African Americans) breast cancer patients with ER+/PR+ breast tumors and  AA (African Americans) control subjects	A total of 375 named metabolites were observed, with 117 metabolites whose levels were significantly different between African American and Caucasian American women (P < .05 and q < 0.10) and 78 that differed between breast cancer cases and healthy controls (P < .05 and q < 0.10).	UPLC/MS/MS2;GC-MS	Plasma	case vs.control group	24466379
METAC_274	74	breast cancer	ER+/PR+, Triple negative breast cancer	1612	C-P: CA(Caucasian Americans) breast cancer patients with triple-negative breast tumors		F	15	C-C: CA(Caucasian Americans) control subjects		F	36	Comparison of metabolites between CA (Caucasian Americans) breast cancer patients with triple-negative breast tumors and control	A total of 375 named metabolites were observed, with 117 metabolites whose levels were significantly different between African American and Caucasian American women (P < .05 and q < 0.10) and 78 that differed between breast cancer cases and healthy controls (P < .05 and q < 0.10).	UPLC/MS/MS2;GC-MS	Plasma	case vs.control group	24466379
METAC_275	74	breast cancer	ER+/PR+, Triple negative breast cancer	1612	ER+/PR+ breast cancer		F	30	Control		F	60	Comparison of metabolites between ER+/PR+ breast tumours and control	A total of 375 named metabolites were observed, with 117 metabolites whose levels were significantly different between African American and Caucasian American women (P < .05 and q < 0.10) and 78 that differed between breast cancer cases and healthy controls (P < .05 and q < 0.10).	UPLC/MS/MS2;GC-MS	Plasma	case vs.control group	24466379
METAC_276	210	breast cancer	ER+/PR+, Triple negative breast cancer	1612	A-3N: AA(African Americans) breast cancer patients with triple-negative breast tumors		F	15	A-C: AA(African Americans) control subjects		F	24	Comparison of metabolites between AA (African Americans) breast cancer patients with triple-negative breast tumors and   AA (African Americans) control subjects	A total of 375 named metabolites were observed, with 117 metabolites whose levels were significantly different between African American and Caucasian American women (P < .05 and q < 0.10) and 78 that differed between breast cancer cases and healthy controls (P < .05 and q < 0.10).	UPLC/MS/MS2;GC-MS	Plasma	case vs.control group	24466379
METAC_277	210	breast cancer	ER+/PR+, Triple negative breast cancer	1612	C-3N: CA(Caucasian Americans) breast cancer patients with triple-negative breast tumors		F	15	C-C: CA(Caucasian Americans) control subjects		F	36	Comparison of metabolites between CA (Caucasian Americans) breast cancer patients with triple-negative breast tumors and CA (Caucasian Americans) control subjects	A total of 375 named metabolites were observed, with 117 metabolites whose levels were significantly different between African American and Caucasian American women (P < .05 and q < 0.10) and 78 that differed between breast cancer cases and healthy controls (P < .05 and q < 0.10).	UPLC/MS/MS2;GC-MS	Plasma	case vs.control group	24466379
METAC_278	210	breast cancer	ER+/PR+, Triple negative breast cancer	1612	Triple negative breast cancer		F	30	Control		F	60	Comparison of metabolites between Triple negative breast tumours and controls	A total of 375 named metabolites were observed, with 117 metabolites whose levels were significantly different between African American and Caucasian American women (P < .05 and q < 0.10) and 78 that differed between breast cancer cases and healthy controls (P < .05 and q < 0.10).	UPLC/MS/MS2;GC-MS	Plasma	case vs.control group	24466379
METAC_279	75	breast cancer	ER+/PR+, Triple negative breast cancer	1612	A-P: AA(African Americans) breast cancer patients with ER+/PR+ breast tumors		F	14	A-3N: AA(African Americans) breast cancer patients with triple-negative breast tumors		F	15	Comparison of metabolites between AA (African Americans) breast cancer patients with ER+/PR+ breast tumors and  AA (African Americans) breast cancer patients with triple-negative breast tumors	A total of 375 named metabolites were observed, with 117 metabolites whose levels were significantly different between African American and Caucasian American women (P < .05 and q < 0.10) and 78 that differed between breast cancer cases and healthy controls (P < .05 and q < 0.10).	UPLC/MS/MS2;GC-MS	Plasma	case vs.control group	24466379
METAC_280	75	breast cancer	ER+/PR+, Triple negative breast cancer	1612	C-P: CA(Caucasian Americans) breast cancer patients with ER+/PR+ breast tumors		F	15	C-3N: CA(Caucasian Americans) breast cancer patients with triple-negative breast tumors		F	15	Comparison of metabolites between CA (Caucasian Americans) breast cancer patients with ER+/PR+ breast tumors and  CA (Caucasian Americans) breast cancer patients with triple-negative breast tumors	A total of 375 named metabolites were observed, with 117 metabolites whose levels were significantly different between African American and Caucasian American women (P < .05 and q < 0.10) and 78 that differed between breast cancer cases and healthy controls (P < .05 and q < 0.10).	UPLC/MS/MS2;GC-MS	Plasma	case vs.control group	24466379
